user_id,censor_status,work_year
14590,2,10+ years
14592,1,10+ years
14593,1,8 years
14594,0,10+ years
14597,2,10+ years
14598,2,9 years
14599,1,10+ years
14600,1,10+ years
14604,2,10+ years
14607,0,6 years
14609,0,9 years
14610,2,10+ years
14613,1,10+ years
14616,1,10+ years
14617,1,7 years
14620,2,10+ years
14621,2,10+ years
14624,0,10+ years
14625,0,10+ years
14632,2,10+ years
14633,1,10+ years
14634,1,10+ years
14635,0,10+ years
14639,2,10+ years
14640,0,10+ years
14643,0,10+ years
14645,0,7 years
14647,1,6 years
14648,2,8 years
14649,1,10+ years
14650,2,10+ years
14651,2,6 years
14652,0,10+ years
14653,1,9 years
14656,2,10+ years
14657,0,10+ years
14660,2,10+ years
14661,1,10+ years
14664,0,10+ years
14666,1,7 years
14670,2,8 years
14673,0,10+ years
14675,1,10+ years
14676,1,10+ years
14677,0,10+ years
14680,2,10+ years
14681,2,10+ years
14682,2,10+ years
14683,2,6 years
14685,0,10+ years
14691,1,10+ years
14692,1,6 years
14695,2,10+ years
14698,0,10+ years
14699,2,10+ years
14702,0,7 years
14708,2,10+ years
14709,1,10+ years
14710,0,6 years
14712,0,7 years
14713,2,10+ years
14714,0,10+ years
14716,1,10+ years
14717,1,10+ years
14718,0,10+ years
14720,2,10+ years
14723,1,10+ years
14724,2,7 years
14725,1,10+ years
14727,0,10+ years
14728,2,10+ years
14730,0,10+ years
14732,0,7 years
14735,1,6 years
14739,0,10+ years
14740,0,10+ years
14741,2,10+ years
14744,0,10+ years
14746,0,7 years
14747,2,10+ years
14749,0,10+ years
14751,1,10+ years
14752,1,10+ years
14754,1,10+ years
14755,2,8 years
14756,2,10+ years
14760,1,10+ years
14761,1,10+ years
14764,1,10+ years
14766,0,10+ years
14767,0,10+ years
14768,0,10+ years
14769,2,6 years
14770,2,8 years
14772,2,6 years
14773,0,10+ years
14777,1,10+ years
14778,1,8 years
14780,1,10+ years
14783,1,10+ years
14784,1,10+ years
14786,0,10+ years
14787,1,10+ years
14789,0,10+ years
14791,1,10+ years
14792,0,7 years
14793,1,10+ years
14797,0,9 years
14798,2,10+ years
14799,2,6 years
14801,0,8 years
14803,1,10+ years
14805,0,10+ years
14808,0,10+ years
14812,1,7 years
14815,2,10+ years
14816,1,10+ years
14817,0,10+ years
14819,0,10+ years
14820,0,6 years
14823,2,8 years
14824,0,10+ years
14828,1,10+ years
14831,1,10+ years
14833,1,10+ years
14835,0,10+ years
14836,0,10+ years
14838,1,10+ years
14839,0,10+ years
14842,0,10+ years
14845,2,10+ years
14846,1,10+ years
14847,2,8 years
14848,1,10+ years
14849,1,9 years
14850,0,7 years
14851,2,10+ years
14853,0,9 years
14856,0,10+ years
14857,1,7 years
14858,0,10+ years
14861,0,9 years
14862,1,7 years
14863,1,10+ years
14865,2,8 years
14866,2,6 years
14870,2,10+ years
14874,1,10+ years
14879,0,10+ years
14881,1,10+ years
14882,1,6 years
14884,1,7 years
14885,1,7 years
14886,0,6 years
14887,1,10+ years
14889,1,7 years
14892,0,10+ years
14893,1,10+ years
14894,0,6 years
14895,0,6 years
14897,2,10+ years
14901,0,10+ years
14903,2,10+ years
14904,0,8 years
14907,0,10+ years
14911,0,10+ years
14914,2,10+ years
14916,0,10+ years
14917,1,10+ years
14918,1,6 years
14919,1,8 years
14920,0,10+ years
14924,2,10+ years
14926,2,10+ years
14929,1,10+ years
14930,1,10+ years
14931,0,7 years
14933,1,9 years
14934,1,10+ years
14937,0,10+ years
14938,2,10+ years
14940,2,6 years
14943,1,10+ years
14945,1,8 years
14946,0,7 years
14948,1,6 years
14949,1,10+ years
14951,0,9 years
14952,2,6 years
14953,0,10+ years
14955,1,10+ years
14957,2,10+ years
14959,2,10+ years
14962,2,10+ years
14963,1,10+ years
14964,1,10+ years
14965,2,10+ years
14966,2,10+ years
14967,1,8 years
14968,0,7 years
14969,1,7 years
14974,1,7 years
14975,1,10+ years
14979,2,9 years
14980,1,10+ years
14981,1,10+ years
14982,1,10+ years
14987,0,10+ years
14991,0,10+ years
14992,2,10+ years
14993,2,10+ years
14995,1,10+ years
14997,1,10+ years
14998,2,10+ years
14999,2,10+ years
15001,0,10+ years
15004,1,8 years
15007,0,9 years
15009,2,7 years
15010,1,9 years
15011,0,10+ years
15012,0,10+ years
15013,2,9 years
15014,0,7 years
15015,1,6 years
15019,1,10+ years
15020,2,10+ years
15021,0,6 years
15025,2,10+ years
15027,0,10+ years
15030,1,10+ years
15031,0,10+ years
15032,2,7 years
15033,2,10+ years
15035,1,9 years
15041,0,10+ years
15044,2,10+ years
15045,0,10+ years
15047,0,10+ years
15048,1,8 years
15049,0,10+ years
15053,0,10+ years
15054,0,10+ years
15056,0,10+ years
15058,1,7 years
15063,2,10+ years
15065,0,10+ years
15067,2,8 years
15068,1,10+ years
15069,2,6 years
15071,0,10+ years
15081,1,10+ years
15084,1,10+ years
15085,2,10+ years
15086,2,10+ years
15088,0,10+ years
15091,1,10+ years
15092,1,10+ years
15093,2,9 years
15096,1,10+ years
15099,0,10+ years
15103,1,6 years
15105,2,10+ years
15106,2,9 years
15108,2,6 years
15109,2,8 years
15111,1,10+ years
15116,2,10+ years
15120,2,7 years
15121,2,7 years
15123,0,8 years
15124,2,9 years
15125,0,10+ years
15127,1,8 years
15129,1,9 years
15130,1,10+ years
15131,0,10+ years
15132,0,10+ years
15133,1,10+ years
15135,0,7 years
15136,1,10+ years
15139,1,10+ years
15140,2,7 years
15146,0,7 years
15147,0,10+ years
15148,2,10+ years
15152,1,10+ years
15155,0,10+ years
15156,1,10+ years
15157,1,9 years
15159,1,10+ years
15160,2,10+ years
15164,1,10+ years
15167,2,8 years
15168,1,10+ years
15169,0,8 years
15170,1,10+ years
15173,0,8 years
15175,0,9 years
15176,2,10+ years
15180,1,10+ years
15182,1,10+ years
15183,2,10+ years
15184,1,10+ years
15185,1,10+ years
15193,2,10+ years
15195,2,7 years
15196,2,8 years
15199,2,6 years
15201,0,10+ years
15203,0,9 years
15207,2,10+ years
15214,2,8 years
15215,1,10+ years
15216,0,8 years
15218,1,10+ years
15219,1,8 years
15221,0,7 years
15222,2,10+ years
15223,2,9 years
15227,1,10+ years
15229,2,10+ years
15231,0,10+ years
15233,0,10+ years
15234,1,10+ years
15236,0,10+ years
15237,1,10+ years
15238,1,10+ years
15242,1,10+ years
15244,0,10+ years
15247,2,6 years
15248,0,10+ years
15250,0,10+ years
15253,1,7 years
15254,1,10+ years
15255,0,9 years
15257,0,10+ years
15262,1,10+ years
15264,1,10+ years
15266,1,10+ years
15267,0,6 years
15268,1,10+ years
15269,0,10+ years
15270,2,10+ years
15272,2,6 years
15273,1,10+ years
15274,2,10+ years
15275,1,10+ years
15276,2,10+ years
15277,0,10+ years
15278,2,10+ years
15279,1,10+ years
15280,2,10+ years
15281,2,6 years
15282,1,10+ years
15283,0,10+ years
15285,0,10+ years
15286,2,8 years
15288,2,10+ years
15289,2,8 years
15294,1,10+ years
15296,0,8 years
15300,0,8 years
15302,0,10+ years
15304,0,8 years
15305,1,9 years
15307,0,8 years
15308,0,10+ years
15309,0,6 years
15311,2,10+ years
15314,0,10+ years
15316,2,10+ years
15317,1,10+ years
15321,0,8 years
15323,1,7 years
15326,0,9 years
15327,0,7 years
15328,2,10+ years
15329,2,10+ years
15330,1,10+ years
15332,0,10+ years
15339,1,10+ years
15341,0,10+ years
15342,2,7 years
15346,1,10+ years
15349,2,7 years
15353,1,10+ years
15354,0,6 years
15356,0,6 years
15357,0,10+ years
15358,1,10+ years
15360,2,10+ years
15361,1,10+ years
15362,2,10+ years
15363,2,7 years
15364,1,9 years
15365,0,6 years
15366,1,10+ years
15368,1,8 years
15369,1,10+ years
15370,2,10+ years
15371,1,10+ years
15372,2,8 years
15373,2,10+ years
15374,2,10+ years
15387,1,10+ years
15388,1,9 years
15391,0,6 years
15394,1,9 years
15395,2,10+ years
15396,2,10+ years
15397,2,8 years
15402,0,10+ years
15403,2,10+ years
15407,0,6 years
15408,0,10+ years
15410,2,8 years
15411,1,10+ years
15412,2,10+ years
15413,2,10+ years
15417,1,10+ years
15418,2,10+ years
15419,0,10+ years
15420,2,10+ years
15421,0,10+ years
15423,1,10+ years
15424,2,10+ years
15425,2,10+ years
15426,2,6 years
15429,2,10+ years
15431,2,7 years
15434,1,10+ years
15436,2,10+ years
15437,2,10+ years
15445,1,7 years
15447,0,10+ years
15450,0,10+ years
15452,2,10+ years
15454,2,10+ years
15456,2,10+ years
15459,2,8 years
15460,2,8 years
15461,1,8 years
15463,0,8 years
15464,2,10+ years
15468,1,10+ years
15469,0,8 years
15472,1,6 years
15473,1,10+ years
15476,2,7 years
15477,2,9 years
15480,1,9 years
15481,0,7 years
15482,0,6 years
15483,0,10+ years
15484,2,10+ years
15485,1,10+ years
15486,0,7 years
15487,0,7 years
15493,2,10+ years
15494,2,10+ years
15495,1,8 years
15499,1,10+ years
15500,1,7 years
15501,2,10+ years
15503,1,10+ years
15505,0,10+ years
15507,2,8 years
15509,1,7 years
15511,1,10+ years
15512,0,10+ years
15513,0,10+ years
15515,1,10+ years
15516,0,10+ years
15517,0,10+ years
15519,1,9 years
15520,2,7 years
15522,1,10+ years
15523,1,10+ years
15526,0,9 years
15527,2,10+ years
15529,1,9 years
15536,0,7 years
15538,1,8 years
15539,0,10+ years
15540,1,10+ years
15543,2,10+ years
15549,2,10+ years
15552,2,7 years
15553,1,10+ years
15554,1,10+ years
15555,2,10+ years
15556,1,6 years
15558,0,8 years
15561,0,10+ years
15562,0,10+ years
15564,1,6 years
15566,0,10+ years
15568,2,10+ years
15569,0,8 years
15571,0,7 years
15577,1,10+ years
15583,2,9 years
15586,2,10+ years
15587,0,10+ years
15588,0,10+ years
15591,1,10+ years
15592,2,10+ years
15593,2,10+ years
15595,0,10+ years
15596,0,7 years
15600,1,10+ years
15601,2,7 years
15603,1,7 years
15609,1,10+ years
15610,1,7 years
15611,0,7 years
15612,0,10+ years
15613,0,10+ years
15615,0,10+ years
15616,1,10+ years
15617,0,10+ years
15618,0,10+ years
15624,2,10+ years
15630,1,9 years
15631,1,10+ years
15632,2,6 years
15634,0,7 years
15635,0,10+ years
15636,1,10+ years
15638,1,10+ years
15640,0,10+ years
15642,1,10+ years
15643,1,7 years
15647,0,10+ years
15648,0,10+ years
15649,1,9 years
15650,1,10+ years
15651,2,10+ years
15653,0,10+ years
15655,1,6 years
15656,2,10+ years
15658,0,10+ years
15659,2,10+ years
15660,2,7 years
15662,0,7 years
15665,0,6 years
15666,1,10+ years
15667,2,10+ years
15671,0,10+ years
15672,0,6 years
15673,2,10+ years
15675,1,8 years
15679,0,10+ years
15682,2,7 years
15684,2,10+ years
15685,2,10+ years
15687,1,10+ years
15691,1,9 years
15692,2,9 years
15694,2,10+ years
15700,1,10+ years
15701,0,8 years
15708,2,10+ years
15709,0,7 years
15711,0,10+ years
15712,0,9 years
15715,0,6 years
15718,1,6 years
15720,1,8 years
15721,1,7 years
15724,1,10+ years
15726,0,10+ years
15728,2,10+ years
15731,1,10+ years
15733,0,10+ years
15735,1,7 years
15736,1,10+ years
15737,1,10+ years
15739,0,6 years
15740,0,10+ years
15741,2,10+ years
15742,2,9 years
15743,1,10+ years
15744,1,6 years
15746,1,10+ years
15747,1,8 years
15748,1,6 years
15753,0,10+ years
15755,1,10+ years
15756,0,8 years
15759,0,10+ years
15760,2,10+ years
15761,1,10+ years
15762,2,7 years
15764,0,10+ years
15769,1,10+ years
15770,1,10+ years
15771,0,7 years
15772,1,8 years
15773,2,7 years
15775,0,10+ years
15778,2,8 years
15779,1,6 years
15782,1,10+ years
15783,2,10+ years
15784,1,6 years
15787,0,8 years
15788,2,10+ years
15789,1,10+ years
15790,0,6 years
15791,0,8 years
15792,0,10+ years
15793,0,10+ years
15794,2,6 years
15795,2,10+ years
15796,0,10+ years
15798,2,10+ years
15799,0,10+ years
15802,1,6 years
15803,1,6 years
15805,2,10+ years
15806,2,10+ years
15807,2,10+ years
15808,1,10+ years
15810,0,7 years
15812,1,7 years
15814,0,10+ years
15817,2,10+ years
15819,1,10+ years
15821,0,10+ years
15822,2,8 years
15824,1,10+ years
15825,1,10+ years
15826,2,10+ years
15829,2,10+ years
15831,1,10+ years
15833,0,10+ years
15834,0,6 years
15835,0,10+ years
15839,0,10+ years
15841,2,10+ years
15842,0,10+ years
15844,0,10+ years
15847,0,7 years
15848,2,10+ years
15849,0,10+ years
15851,1,10+ years
15854,1,6 years
15856,0,10+ years
15860,1,10+ years
15862,0,10+ years
15866,2,10+ years
15874,1,10+ years
15876,0,10+ years
15878,0,10+ years
15881,1,7 years
15883,1,10+ years
15893,0,10+ years
15894,0,10+ years
15895,2,10+ years
15896,0,10+ years
15897,0,7 years
15899,2,6 years
15904,0,6 years
15906,2,8 years
15907,1,10+ years
15909,2,7 years
15912,1,7 years
15914,1,10+ years
15919,0,7 years
15920,2,10+ years
15922,2,9 years
15924,1,10+ years
15926,0,10+ years
15928,0,9 years
15929,0,10+ years
15933,0,10+ years
15934,2,10+ years
15939,2,10+ years
15940,1,10+ years
15941,2,10+ years
15942,0,10+ years
15944,0,10+ years
15945,1,10+ years
15947,1,10+ years
15948,1,9 years
15950,2,10+ years
15952,2,7 years
15953,0,10+ years
15954,1,10+ years
15956,2,10+ years
15958,0,10+ years
15959,2,8 years
15961,0,9 years
15963,2,8 years
15964,1,10+ years
15965,2,10+ years
15966,1,10+ years
15967,2,9 years
15968,2,10+ years
15969,0,7 years
15970,2,9 years
15971,1,10+ years
15972,1,10+ years
15973,2,10+ years
15975,1,10+ years
15976,2,10+ years
15978,2,9 years
15979,2,10+ years
15981,1,10+ years
15983,0,6 years
15986,0,10+ years
15987,2,8 years
15990,2,10+ years
15991,0,8 years
15993,0,8 years
15995,1,10+ years
15997,2,7 years
15998,2,10+ years
16003,1,6 years
16004,1,9 years
16005,0,10+ years
16008,0,10+ years
16010,2,10+ years
16012,2,7 years
16013,0,10+ years
16016,2,10+ years
16019,2,10+ years
16020,0,10+ years
16021,0,9 years
16023,0,6 years
16024,1,7 years
16026,0,8 years
16027,2,6 years
16028,2,10+ years
16029,2,10+ years
16032,1,7 years
16034,1,9 years
16035,0,6 years
16036,0,10+ years
16037,1,10+ years
16038,0,10+ years
16041,2,10+ years
16043,1,10+ years
16044,0,8 years
16045,1,10+ years
16046,2,10+ years
16048,1,10+ years
16049,2,10+ years
16051,1,6 years
16053,1,8 years
16054,1,7 years
16058,1,10+ years
16061,0,10+ years
16062,1,10+ years
16063,1,10+ years
16067,1,10+ years
16070,1,6 years
16071,1,10+ years
16072,1,10+ years
16073,1,10+ years
16075,2,10+ years
16077,2,10+ years
16083,0,10+ years
16088,1,10+ years
16089,1,10+ years
16092,1,10+ years
16093,0,9 years
16094,1,10+ years
16095,0,10+ years
16096,1,10+ years
16097,2,10+ years
16098,0,8 years
16099,0,10+ years
16100,0,10+ years
16101,2,10+ years
16102,1,10+ years
16104,2,10+ years
16106,0,10+ years
16111,0,10+ years
16113,2,10+ years
16114,1,10+ years
16115,1,10+ years
16116,2,10+ years
16117,2,10+ years
16119,1,10+ years
16120,2,10+ years
16130,2,10+ years
16131,2,10+ years
16136,0,10+ years
16139,0,10+ years
16147,2,6 years
16148,0,6 years
16149,1,8 years
16150,1,9 years
16151,2,10+ years
16152,2,8 years
16153,0,7 years
16158,1,7 years
16159,2,6 years
16160,1,10+ years
16161,1,10+ years
16164,1,10+ years
16166,0,8 years
16167,2,10+ years
16172,1,7 years
16176,2,6 years
16177,0,9 years
16181,0,10+ years
16183,0,10+ years
16186,2,10+ years
16189,0,10+ years
16192,0,10+ years
16193,1,7 years
16196,1,9 years
16197,1,6 years
16200,1,10+ years
16201,2,10+ years
16204,2,10+ years
16205,1,10+ years
16208,2,8 years
16209,2,8 years
16213,1,10+ years
16218,1,10+ years
16219,2,9 years
16220,1,9 years
16223,0,10+ years
16227,0,8 years
16229,0,10+ years
16233,2,10+ years
16234,2,10+ years
16235,0,10+ years
16238,2,10+ years
16239,0,10+ years
16241,0,9 years
16245,2,10+ years
16249,1,10+ years
16251,2,10+ years
16254,2,10+ years
16257,1,10+ years
16259,1,8 years
16262,2,7 years
16263,0,10+ years
16264,2,9 years
16265,2,10+ years
16266,0,10+ years
16267,2,6 years
16268,1,8 years
16270,2,7 years
16274,1,10+ years
16275,0,10+ years
16279,0,10+ years
16281,2,10+ years
16282,2,10+ years
16284,1,10+ years
16286,0,8 years
16292,0,6 years
16295,2,10+ years
16297,2,10+ years
16298,1,10+ years
16300,0,10+ years
16301,1,10+ years
16302,0,6 years
16305,2,10+ years
16307,0,10+ years
16309,0,10+ years
16314,1,10+ years
16315,1,10+ years
16316,1,10+ years
16318,1,6 years
16319,1,8 years
16321,0,10+ years
16323,2,10+ years
16325,2,10+ years
16328,0,8 years
16330,1,8 years
16331,0,6 years
16334,1,10+ years
16339,0,7 years
16340,0,10+ years
16345,0,10+ years
16346,2,10+ years
16348,1,10+ years
16353,1,7 years
16355,0,10+ years
16357,1,10+ years
16358,2,10+ years
16359,2,10+ years
16361,1,7 years
16362,0,10+ years
16363,0,10+ years
16364,0,10+ years
16365,1,10+ years
16366,1,10+ years
16367,1,10+ years
16369,0,10+ years
16370,2,10+ years
16374,1,10+ years
16375,0,10+ years
16377,1,10+ years
16380,0,8 years
16381,0,8 years
16382,2,10+ years
16387,1,10+ years
16388,0,10+ years
16391,1,10+ years
16392,2,10+ years
16394,2,8 years
16395,2,8 years
16396,1,10+ years
16399,1,10+ years
16400,2,7 years
16403,2,10+ years
16407,1,10+ years
16409,2,10+ years
16410,2,6 years
16411,0,10+ years
16413,2,10+ years
16417,2,10+ years
16418,1,6 years
16422,2,9 years
16426,1,10+ years
16427,2,8 years
16430,0,10+ years
16431,2,10+ years
16434,1,10+ years
16436,1,10+ years
16440,0,10+ years
16443,1,10+ years
16444,0,6 years
16449,0,10+ years
16450,2,10+ years
16451,1,7 years
16452,0,10+ years
16454,1,7 years
16456,2,6 years
16458,2,10+ years
16459,2,7 years
16463,1,10+ years
16466,1,6 years
16467,2,9 years
16468,1,10+ years
16471,1,10+ years
16472,1,6 years
16475,0,10+ years
16477,1,10+ years
16478,1,10+ years
16480,1,8 years
16481,1,9 years
16482,0,9 years
16484,1,10+ years
16485,1,10+ years
16486,1,10+ years
16490,0,9 years
16491,0,6 years
16494,0,8 years
16495,2,10+ years
16497,2,9 years
16499,0,6 years
16503,2,10+ years
16504,1,8 years
16505,1,10+ years
16506,2,6 years
16507,0,10+ years
16508,1,10+ years
16509,0,10+ years
16511,1,6 years
16512,1,8 years
16513,2,8 years
16514,0,10+ years
16518,0,6 years
16522,0,10+ years
16523,2,10+ years
16526,0,10+ years
16527,2,9 years
16528,1,7 years
16533,0,9 years
16537,2,9 years
16538,1,8 years
16539,2,10+ years
16540,1,10+ years
16542,0,7 years
16546,0,9 years
16548,1,10+ years
16549,1,10+ years
16552,1,10+ years
16553,1,10+ years
16554,0,10+ years
16557,1,10+ years
16559,1,10+ years
16563,1,10+ years
16567,1,10+ years
16569,1,8 years
16570,2,10+ years
16572,2,7 years
16573,1,10+ years
16577,0,10+ years
16578,1,8 years
16579,2,6 years
16580,1,10+ years
16583,0,6 years
16584,2,10+ years
16586,1,10+ years
16589,2,8 years
16591,1,10+ years
16595,0,7 years
16598,2,7 years
16601,2,10+ years
16612,1,10+ years
16613,1,10+ years
16614,1,9 years
16618,1,10+ years
16620,1,10+ years
16621,1,8 years
16623,0,7 years
16625,1,10+ years
16627,0,10+ years
16628,1,10+ years
16632,2,10+ years
16639,0,7 years
16640,2,8 years
16643,1,10+ years
16647,1,7 years
16649,1,10+ years
16654,0,10+ years
16655,1,7 years
16656,2,10+ years
16664,2,8 years
16665,1,8 years
16666,2,10+ years
16667,2,7 years
16668,0,10+ years
16670,2,9 years
16671,0,10+ years
16672,1,8 years
16673,1,10+ years
16675,1,10+ years
16677,1,10+ years
16678,2,9 years
16680,2,10+ years
16681,0,10+ years
16682,1,8 years
16684,2,10+ years
16687,0,10+ years
16688,2,10+ years
16690,0,8 years
16693,1,10+ years
16694,2,6 years
16695,2,10+ years
16696,0,10+ years
16698,0,7 years
16700,0,10+ years
16705,1,10+ years
16706,1,9 years
16708,0,10+ years
16709,1,10+ years
16710,1,10+ years
16711,1,10+ years
16712,0,8 years
16713,0,10+ years
16714,1,6 years
16717,0,10+ years
16719,1,10+ years
16720,2,10+ years
16723,0,6 years
16725,2,10+ years
16726,0,10+ years
16730,1,10+ years
16731,1,6 years
16733,1,7 years
16734,2,9 years
16744,1,7 years
16746,1,10+ years
16747,2,10+ years
16749,0,7 years
16750,2,10+ years
16751,0,8 years
16752,1,6 years
16753,2,9 years
16754,1,9 years
16758,0,10+ years
16760,1,10+ years
16761,0,6 years
16763,1,8 years
16766,2,9 years
16767,2,10+ years
16768,2,10+ years
16769,1,9 years
16771,2,10+ years
16773,2,10+ years
16774,0,9 years
16776,2,10+ years
16779,1,6 years
16781,0,10+ years
16783,2,10+ years
16786,0,10+ years
16787,1,10+ years
16788,2,10+ years
16789,1,9 years
16791,2,8 years
16793,1,7 years
16794,1,10+ years
16799,0,10+ years
16801,0,8 years
16803,1,10+ years
16804,2,7 years
16805,2,10+ years
16806,2,10+ years
16809,1,10+ years
16812,1,10+ years
16815,1,10+ years
16817,1,10+ years
16819,0,7 years
16822,1,10+ years
16823,0,10+ years
16824,2,9 years
16825,1,10+ years
16827,2,10+ years
16828,1,7 years
16829,0,7 years
16831,1,8 years
16832,0,8 years
16833,1,10+ years
16839,1,10+ years
16844,2,10+ years
16847,2,10+ years
16849,1,10+ years
16851,1,10+ years
16856,0,8 years
16858,1,10+ years
16859,0,7 years
16865,0,10+ years
16869,2,10+ years
16870,1,10+ years
16871,1,6 years
16873,0,10+ years
16874,1,10+ years
16875,0,10+ years
16879,2,10+ years
16881,1,10+ years
16882,0,6 years
16884,0,8 years
16885,1,9 years
16886,0,10+ years
16896,2,10+ years
16906,2,10+ years
16907,2,8 years
16910,0,6 years
16914,0,8 years
16915,2,10+ years
16916,1,6 years
16921,0,10+ years
16922,1,10+ years
16923,2,7 years
16926,2,10+ years
16927,0,10+ years
16929,1,10+ years
16930,1,10+ years
16931,0,10+ years
16932,1,7 years
16934,1,10+ years
16935,0,7 years
16936,2,8 years
16942,1,10+ years
16943,2,9 years
16950,0,7 years
16952,0,8 years
16953,0,6 years
16955,0,10+ years
16956,0,10+ years
16960,1,10+ years
16961,1,10+ years
16965,1,10+ years
16967,1,10+ years
16968,1,10+ years
16970,1,10+ years
16971,0,6 years
16973,0,6 years
16976,0,10+ years
16978,0,7 years
16979,2,10+ years
16980,1,10+ years
16981,0,10+ years
16983,2,10+ years
16986,1,8 years
16990,1,10+ years
16991,0,6 years
16993,0,8 years
16994,1,10+ years
16995,2,10+ years
16996,2,10+ years
17000,2,6 years
17003,1,8 years
17008,1,10+ years
17009,2,10+ years
17012,1,8 years
17015,1,10+ years
17016,0,10+ years
17018,1,6 years
17020,2,10+ years
17022,2,10+ years
17023,0,10+ years
17026,1,9 years
17027,1,6 years
17028,0,10+ years
17030,0,8 years
17032,2,10+ years
17034,1,10+ years
17037,1,10+ years
17039,2,9 years
17040,2,10+ years
17043,1,7 years
17045,0,10+ years
17046,1,10+ years
17048,0,10+ years
17050,1,6 years
17051,2,10+ years
17053,1,10+ years
17056,0,7 years
17057,0,8 years
17058,0,8 years
17059,1,8 years
17062,2,10+ years
17065,1,10+ years
17066,0,6 years
17067,0,10+ years
17068,2,10+ years
17069,2,8 years
17071,1,8 years
17072,2,6 years
17076,2,7 years
17078,0,10+ years
17080,2,10+ years
17081,0,6 years
17082,2,10+ years
17083,1,6 years
17084,0,10+ years
17087,0,10+ years
17089,2,10+ years
17090,1,10+ years
17094,0,10+ years
17096,0,8 years
17097,2,10+ years
17098,2,7 years
17099,0,8 years
17101,0,10+ years
17102,0,8 years
17103,2,10+ years
17105,1,10+ years
17106,0,8 years
17109,1,10+ years
17110,0,10+ years
17111,2,10+ years
17114,0,8 years
17115,2,7 years
17116,0,6 years
17118,1,10+ years
17119,0,9 years
17122,1,8 years
17124,1,10+ years
17126,1,10+ years
17128,1,10+ years
17129,2,10+ years
17134,2,10+ years
17138,2,6 years
17139,0,10+ years
17140,0,7 years
17141,2,10+ years
17144,0,6 years
17145,2,10+ years
17146,2,6 years
17148,0,10+ years
17150,2,9 years
17153,2,10+ years
17154,1,6 years
17156,2,6 years
17157,1,10+ years
17165,1,6 years
17167,2,10+ years
17169,2,10+ years
17170,0,10+ years
17174,0,10+ years
17176,1,10+ years
17177,1,10+ years
17178,1,10+ years
17179,1,10+ years
17180,0,8 years
17182,1,8 years
17183,2,10+ years
17185,0,10+ years
17186,0,10+ years
17187,2,10+ years
17188,1,10+ years
17191,0,6 years
17193,1,10+ years
17194,1,10+ years
17200,2,7 years
17202,0,10+ years
17203,2,10+ years
17204,1,8 years
17207,1,10+ years
17211,1,10+ years
17216,1,10+ years
17219,1,8 years
17220,2,8 years
17223,1,10+ years
17225,1,10+ years
17227,0,10+ years
17228,1,10+ years
17229,0,9 years
17230,0,10+ years
17239,1,10+ years
17240,0,10+ years
17241,0,10+ years
17242,2,10+ years
17243,1,10+ years
17244,0,9 years
17245,2,10+ years
17246,1,6 years
17249,0,6 years
17250,2,7 years
17251,1,8 years
17252,1,10+ years
17260,1,9 years
17263,2,10+ years
17266,1,10+ years
17268,0,10+ years
17271,0,10+ years
17272,2,6 years
17273,2,10+ years
17274,2,10+ years
17275,2,10+ years
17277,1,10+ years
17278,2,7 years
17279,1,10+ years
17280,1,10+ years
17285,0,10+ years
17286,2,10+ years
17287,0,6 years
17290,1,7 years
17293,2,6 years
17301,1,10+ years
17302,0,9 years
17305,1,10+ years
17309,1,6 years
17311,0,10+ years
17312,0,10+ years
17313,1,9 years
17314,0,10+ years
17315,1,10+ years
17316,0,9 years
17317,0,10+ years
17318,0,10+ years
17320,0,10+ years
17324,1,10+ years
17325,1,6 years
17326,0,6 years
17330,2,6 years
17331,1,6 years
17332,0,6 years
17333,1,10+ years
17335,2,9 years
17336,1,10+ years
17337,0,9 years
17338,0,9 years
17340,0,10+ years
17341,1,10+ years
17344,2,9 years
17345,2,10+ years
17347,2,10+ years
17348,0,6 years
17350,0,10+ years
17354,2,8 years
17359,1,10+ years
17362,2,6 years
17363,2,10+ years
17365,1,10+ years
17366,0,7 years
17367,1,10+ years
17368,2,10+ years
17369,1,10+ years
17371,2,10+ years
17374,1,6 years
17376,1,10+ years
17378,2,8 years
17379,1,9 years
17383,2,8 years
17384,1,10+ years
17387,2,10+ years
17389,0,9 years
17390,2,10+ years
17391,2,10+ years
17394,2,10+ years
17396,2,7 years
17402,0,10+ years
17403,0,9 years
17404,0,10+ years
17405,2,9 years
17406,2,10+ years
17407,1,8 years
17408,1,10+ years
17409,1,10+ years
17416,2,9 years
17417,0,10+ years
17418,1,10+ years
17422,0,10+ years
17424,2,10+ years
17427,2,7 years
17428,2,10+ years
17429,1,10+ years
17430,1,10+ years
17432,2,10+ years
17434,2,10+ years
17439,1,10+ years
17441,1,10+ years
17443,1,10+ years
17444,2,10+ years
17446,1,6 years
17447,0,6 years
17448,2,10+ years
17449,1,10+ years
17450,1,8 years
17452,1,8 years
17454,1,6 years
17456,1,10+ years
17457,2,6 years
17461,1,9 years
17463,2,7 years
17465,1,10+ years
17466,2,10+ years
17470,0,10+ years
17472,2,9 years
17474,1,7 years
17475,0,10+ years
17478,2,10+ years
17482,1,10+ years
17484,1,8 years
17485,2,7 years
17486,1,10+ years
17487,1,10+ years
17488,0,9 years
17491,1,6 years
17496,2,10+ years
17497,0,10+ years
17500,2,10+ years
17501,0,10+ years
17503,2,10+ years
17504,0,7 years
17506,1,10+ years
17508,1,10+ years
